Matvare ID,Matvare,Spiselig del (%),Vann (g),Kilojoule (kJ),Kilokalorier (kcal),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Alkohol (g),Vitamin A (RAE) (µg-RE),Vitamin A (RE) (µg),Betakaroten (µg),Retinol (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Kalium (K) (mg),Natrium (Na) (mg),Salt (NaCl) (g),Fosfor (P) (mg),Magnesium (Mg) (mg),Jern (Fe) (mg),Kobber (Cu) (mg),Sink (Zn) (mg),Selen (Se) (µg),Jod (I) (µg)
Meieriprodukter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.063,"Baconost, smørbar",100.0,68.0,886.0,213.0,17.0,10.8,0.5,1.7,4.8,1.8,0.5,4.1,0.4,3.5,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,42.0,0.1,0.0,0.1,0.0,0.0,0.0,15.0,0.0,175.0,190.0,184.0,160.0,0.1,0.0,0.05,0.2,0.3,3.8,0.16,12.0,0.5,0.0,376.0,60.0,940.0,2.4,900.0,15.0,0.3,0.05,3.0,6.0,18.0
01.136,"Brie, hvitmuggost",100.0,50.0,1490.0,360.0,32.0,20.3,1.0,3.2,9.1,3.3,1.0,7.7,0.7,6.5,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,305.0,320.0,188.0,289.0,0.0,0.8,0.06,0.31,1.1,5.3,0.13,48.0,1.6,0.0,500.0,86.0,600.0,1.5,370.0,21.0,0.1,0.02,2.9,10.0,43.0
01.186,"Brunost, uspesifisert",100.0,31.0,1707.0,410.0,27.0,17.2,0.8,2.5,7.7,3.0,0.8,6.5,0.6,5.6,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,71.0,30.3,0.0,30.3,0.0,0.0,0.0,11.3,0.0,280.0,287.0,91.0,272.0,,0.8,0.16,1.18,0.2,2.8,0.04,28.0,1.3,0.0,518.0,1444.0,323.0,0.8,620.0,82.0,0.2,0.02,1.1,8.0,202.0
01.025,"Camembert, hvitmuggost",100.0,53.0,1359.0,328.0,28.0,17.7,0.8,2.8,7.9,2.9,0.8,6.8,0.6,5.7,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,267.0,280.0,164.0,253.0,0.0,0.7,0.06,0.33,1.1,5.5,0.14,51.0,1.7,0.0,540.0,91.0,600.0,1.5,390.0,23.0,0.1,0.02,3.0,11.0,45.0
01.027,"Cheddar, gulost",100.0,43.0,1614.0,389.0,32.0,20.3,1.0,3.2,9.1,3.3,1.0,7.7,0.7,6.5,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,79.0,0.3,0.0,0.3,0.0,0.0,0.0,25.0,0.0,376.0,387.0,141.0,364.0,0.3,0.6,0.03,0.28,0.1,5.9,0.15,31.0,2.4,0.0,660.0,70.0,800.0,2.0,445.0,24.0,0.2,0.04,3.4,6.0,30.0
01.251,"Chevre, geitost, naturell",100.0,56.0,1308.0,316.0,28.0,18.1,0.9,2.3,8.2,3.5,0.8,6.6,0.5,6.0,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,83.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,210.0,210.0,1.0,210.0,0.0,0.7,0.03,0.53,0.8,4.3,0.06,82.0,0.8,0.0,64.0,121.0,440.0,1.1,240.0,12.0,0.2,0.04,0.5,9.0,80.0
01.028,Cottage Cheese,100.0,81.0,406.0,97.0,4.3,2.7,0.1,0.4,1.2,0.5,0.1,1.0,0.1,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.5,0.0,1.5,0.0,0.0,0.0,13.0,0.0,18.0,20.0,25.0,16.0,0.0,0.0,0.05,0.2,0.1,3.1,0.0,12.0,0.6,0.0,80.0,82.0,160.0,0.4,165.0,9.0,0.0,0.02,0.6,4.0,15.0
01.062,"Crème Chérie, mykost",100.0,55.0,1385.0,335.0,31.0,19.6,0.9,3.1,8.8,3.2,0.9,7.5,0.7,6.3,0.7,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,76.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,155.0,170.0,182.0,140.0,0.2,0.7,0.02,0.16,0.0,3.3,0.0,14.0,0.5,0.0,390.0,104.0,900.0,2.3,960.0,16.0,0.3,0.08,2.3,0.0,6.0
01.089,"Crème Fraîche, 35 % fett",100.0,60.0,1378.0,335.0,35.0,22.2,1.1,3.5,9.9,3.6,1.0,8.4,0.8,7.1,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,86.0,2.9,0.0,2.9,0.0,0.0,0.0,2.0,0.0,505.0,522.0,206.0,488.0,0.2,0.8,0.03,0.15,0.0,0.5,0.02,4.0,0.2,0.0,80.0,97.0,30.0,0.1,53.0,6.0,0.0,0.0,0.2,1.0,17.0
01.030,"Edamer, gulost",100.0,45.0,1475.0,355.0,27.0,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,257.0,270.0,159.0,244.0,0.0,0.7,0.08,0.3,0.4,6.9,0.03,41.0,2.4,0.0,800.0,76.0,600.0,1.5,580.0,32.0,0.2,0.04,4.4,10.0,30.0
01.188,"Feta, ost med geitmelk",100.0,61.0,1080.0,260.0,20.8,13.3,0.7,2.1,6.1,2.0,0.7,4.8,0.3,3.3,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,63.0,0.2,0.0,0.2,0.0,0.0,0.0,18.1,0.0,198.0,205.0,84.0,191.0,0.2,0.2,0.05,0.45,1.8,6.0,0.25,62.0,1.1,0.0,220.0,34.0,1060.0,2.7,224.0,8.0,0.1,0.03,1.5,9.0,12.0
01.053,"Fløtemysost, brunost",100.0,31.0,1693.0,406.0,26.0,16.5,0.8,2.6,7.4,2.7,0.8,6.3,0.6,5.3,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,64.0,32.0,0.0,32.0,0.0,0.0,0.0,11.0,0.0,246.0,258.0,149.0,234.0,0.0,0.0,0.18,1.01,0.0,2.6,0.05,51.0,1.9,0.0,540.0,1410.0,340.0,0.9,603.0,79.0,0.2,0.02,1.1,7.0,134.0
01.054,"Fløtemysost, brunost, lett",100.0,31.0,1493.0,356.0,16.0,10.1,0.5,1.6,4.5,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,39.0,41.0,0.0,41.0,0.0,0.0,0.0,12.0,0.0,155.0,163.0,96.0,147.0,0.0,0.4,0.19,1.05,0.0,2.8,0.0,39.0,1.5,0.0,553.0,1452.0,360.0,0.9,565.0,87.0,0.7,0.01,1.0,8.0,154.0
01.032,Gamalost,100.0,45.0,940.0,221.0,0.6,0.4,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,10.0,10.0,6.0,9.0,0.0,0.0,0.05,0.75,2.5,15.1,0.08,22.0,0.8,0.0,150.0,98.0,20.0,0.1,530.0,13.0,0.3,0.09,2.8,20.0,44.0
01.013,"Geitmelk, langtidsholdbar",100.0,89.0,286.0,69.0,4.5,2.9,0.1,0.4,1.3,0.6,0.1,1.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,13.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,18.0,18.0,3.0,18.0,0.0,0.1,0.02,0.2,0.4,1.1,0.06,0.0,0.0,0.0,103.0,165.0,3.0,0.0,94.0,13.0,0.1,0.13,0.3,2.0,66.0
01.052,"Geitost, brunost",100.0,31.0,1713.0,411.0,27.0,17.4,0.8,2.2,7.9,3.4,0.7,6.3,0.5,5.8,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,80.0,29.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,339.0,339.0,0.0,339.0,0.0,0.9,0.15,1.47,0.0,3.0,0.01,9.0,0.7,0.0,553.0,1700.0,330.0,0.8,747.0,95.0,0.2,0.03,1.3,6.0,307.0
01.248,"Geitost, hvit, Balsfjord",100.0,43.0,1649.0,398.0,34.0,22.0,1.1,2.8,10.0,4.3,0.9,8.0,0.6,7.2,0.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,101.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,256.0,256.0,1.0,256.0,0.0,0.9,0.1,0.26,0.4,5.8,0.05,19.0,0.2,0.0,1000.0,101.0,400.0,1.0,710.0,63.0,0.3,0.06,3.9,9.0,86.0
01.249,"Geitost, hvit, Kvitlin",100.0,44.0,1612.0,389.0,33.0,21.3,1.0,2.8,9.7,4.2,0.9,7.8,0.6,7.0,0.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,225.0,225.0,1.0,225.0,0.0,0.8,0.1,0.26,0.4,5.8,0.05,19.0,0.2,0.0,1000.0,101.0,600.0,1.5,710.0,63.0,0.3,0.06,3.9,9.0,86.0
01.257,"Geitost, smørbar, dill, Snøfrisk",100.0,68.0,997.0,241.0,23.0,14.9,0.7,1.9,6.8,2.9,0.6,5.4,0.4,4.9,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,68.0,2.6,0.0,2.6,0.0,0.0,0.0,6.0,0.0,218.0,229.0,135.0,207.0,0.0,0.6,0.02,0.17,0.2,1.6,0.04,14.0,0.2,0.0,97.0,145.0,600.0,1.5,105.0,12.0,0.1,0.01,0.7,6.0,50.0
01.260,"Geitost, smørbar, kantarell, Snøfrisk",100.0,68.0,997.0,241.0,23.0,14.9,0.7,1.9,6.8,2.9,0.6,5.4,0.4,4.9,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,68.0,2.6,0.0,2.6,0.4,0.4,0.0,6.0,0.0,218.0,229.0,135.0,207.0,0.0,0.6,0.02,0.17,0.2,1.6,0.04,14.0,0.2,0.0,97.0,145.0,520.0,1.3,105.0,12.0,0.1,0.01,0.7,6.0,58.0
01.117,"Geitost, smørbar, naturell, Snøfrisk",100.0,67.0,1049.0,254.0,24.0,15.2,0.7,2.4,6.8,2.5,0.7,5.8,0.6,4.9,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,59.0,2.5,0.0,2.5,0.0,0.0,0.0,7.0,0.0,109.0,115.0,79.0,102.0,0.0,0.7,0.02,0.13,0.2,1.8,0.12,9.0,0.2,0.0,85.0,135.0,520.0,1.3,105.0,11.0,0.0,0.0,0.1,6.0,39.0
01.258,"Geitost, smørbar, rødløk og timian, Snøfrisk",100.0,68.0,999.0,242.0,23.0,14.9,0.7,1.9,6.8,2.9,0.6,5.4,0.4,4.9,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,68.0,2.7,0.0,2.7,0.0,0.0,0.0,6.0,0.0,218.0,229.0,135.0,207.0,0.0,0.6,0.02,0.17,0.2,1.6,0.04,14.0,0.2,0.0,97.0,145.0,640.0,1.6,105.0,12.0,0.1,0.01,0.7,6.0,60.0
01.058,"Gomme, Namdal",100.0,52.0,1056.0,252.0,12.0,7.6,0.4,1.2,3.4,1.2,0.4,2.9,0.3,2.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,30.0,26.0,0.0,26.0,6.0,6.0,0.0,10.0,0.0,114.0,119.0,70.0,108.0,0.0,0.3,0.19,0.73,0.0,2.3,0.0,43.0,1.1,0.0,398.0,1007.0,250.0,0.6,402.0,61.0,0.5,0.01,0.8,10.0,107.0
01.261,"Gorgonzola, blåmuggost",100.0,49.0,1485.0,359.0,31.2,20.3,1.0,3.1,8.1,3.2,0.6,6.8,0.4,6.2,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,87.0,0.1,0.0,0.1,0.0,0.0,0.0,19.4,0.0,350.0,364.0,168.0,336.0,0.0,0.0,0.01,0.18,0.9,5.4,0.07,52.0,1.2,0.0,612.0,138.0,1450.0,3.6,356.0,18.0,0.3,0.02,2.5,7.0,12.0
01.302,Goudaost,100.0,44.0,1562.0,377.0,30.6,20.3,1.1,3.2,8.6,2.9,1.1,6.8,0.5,5.7,0.6,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,85.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,270.0,281.0,139.0,258.0,0.2,0.6,0.03,0.3,0.1,6.0,0.08,43.0,1.7,0.0,773.0,82.0,925.0,2.3,498.0,32.0,0.3,0.0,3.9,8.0,21.0
01.336,"Grana padano, ost",100.0,37.0,1646.0,396.0,28.5,19.5,0.9,3.0,8.1,3.1,1.1,8.1,0.0,6.9,0.9,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,98.0,0.9,0.0,0.9,0.0,0.0,0.0,33.9,0.0,390.0,409.0,233.0,371.0,0.5,0.2,0.02,0.36,0.1,6.3,0.12,55.0,3.0,0.0,1165.0,120.0,700.0,1.8,692.0,63.0,0.1,0.5,11.0,12.0,72.0
01.262,"Gruyere, ost",100.0,38.0,1710.0,412.0,32.3,18.9,0.9,3.4,8.8,2.3,0.6,10.0,0.7,8.6,1.7,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,110.0,0.4,0.0,0.4,0.0,0.0,0.0,29.8,0.0,271.0,273.0,33.0,268.0,0.6,0.3,0.06,0.28,0.1,7.1,0.08,10.0,1.6,0.0,1011.0,81.0,714.0,1.8,605.0,36.0,0.2,0.03,3.9,5.0,40.0
01.038,Gräddost,100.0,43.0,1729.0,418.0,38.0,24.1,1.1,3.8,10.8,4.0,1.1,9.2,0.9,7.8,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,362.0,380.0,223.0,343.0,0.0,1.0,0.05,0.21,0.3,4.7,0.02,22.0,1.7,0.0,600.0,55.0,500.0,1.3,430.0,25.0,0.2,0.03,3.2,10.0,42.0
01.055,"Gudbrandsdalsost, brunost",100.0,32.0,1716.0,412.0,28.0,17.7,0.8,2.8,7.9,2.9,0.8,6.8,0.6,5.7,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,69.0,30.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,254.0,264.0,123.0,244.0,0.0,0.7,0.14,1.06,0.3,2.6,0.06,25.0,1.3,0.0,460.0,1221.0,300.0,0.8,510.0,71.0,0.0,0.02,0.8,10.0,164.0
01.072,"Gudbrandsdalsost, brunost, lett",100.0,30.0,1510.0,360.0,16.0,10.1,0.5,1.6,4.5,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,39.0,42.0,0.0,42.0,0.0,0.0,0.0,12.0,0.0,146.0,151.0,66.0,140.0,0.0,0.4,0.16,1.09,0.0,2.8,0.0,39.0,1.5,0.0,594.0,1519.0,360.0,0.9,605.0,92.0,0.8,0.02,1.0,13.0,189.0
01.185,"Gulost, uspesifisert",100.0,46.0,1444.0,348.0,26.7,16.9,0.8,2.7,7.5,2.8,0.8,6.4,0.6,5.4,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,127.0,128.0,18.0,125.0,,0.5,0.09,0.3,0.5,6.8,0.03,43.0,2.4,,818.0,76.0,486.0,1.2,595.0,33.0,0.2,0.04,4.6,11.0,30.0
01.270,"Halloumi, ost",100.0,55.0,1204.0,290.0,21.9,14.9,0.8,2.3,6.8,1.9,0.8,4.6,0.3,4.0,0.8,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,71.0,0.9,0.0,0.9,0.0,0.0,0.0,22.3,0.0,192.0,192.0,0.0,192.0,0.2,0.5,0.02,0.25,0.1,5.3,0.04,2.0,0.6,0.0,633.0,74.0,1680.0,4.2,406.0,34.0,0.2,0.03,3.0,10.0,34.0
01.272,"Helmelk, 3,5 % fett, laktosefri",100.0,90.0,249.0,60.0,3.5,2.2,0.1,0.3,1.0,0.4,0.1,0.8,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,50.0,51.0,21.0,48.0,0.0,0.1,0.02,0.06,0.1,1.0,0.03,5.0,0.5,0.0,120.0,160.0,30.0,0.1,91.0,8.0,0.0,0.0,0.3,2.0,14.0
01.001,"Helmelk, 3,5 % fett, Tine",100.0,89.0,264.0,63.0,3.5,2.2,0.1,0.3,1.0,0.4,0.1,0.8,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,0.0,4.5,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.8,0.0,0.0,0.6,0.0,130.0,171.0,40.0,0.1,115.0,11.0,0.0,0.02,0.4,1.0,16.0
01.235,"Helmelk, 4 % fett, Q-meieriene",100.0,88.0,280.0,67.0,3.9,2.6,0.1,0.4,1.2,0.5,0.1,1.0,0.1,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,4.5,0.0,4.5,0.0,0.0,0.0,3.5,0.0,38.0,40.0,25.0,36.0,0.0,0.1,0.05,0.14,0.1,0.9,0.04,11.0,0.5,0.0,140.0,180.0,40.0,0.1,105.0,13.0,0.0,0.02,0.6,0.0,16.0
01.283,"Helmelk, 4,1 % fett, økologisk",100.0,88.0,279.0,67.0,4.1,2.7,0.1,0.5,1.2,0.4,0.1,0.9,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.5,0.0,4.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.4,0.0,120.0,170.0,35.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,20.0
01.236,"Helmelk, uspesifisert",100.0,89.0,267.0,64.0,3.6,2.3,0.1,0.4,1.0,0.4,0.1,0.8,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,0.0,4.5,0.0,0.0,0.0,3.4,0.0,8.0,7.0,5.0,7.0,0.0,0.0,0.01,0.15,0.0,0.8,0.01,2.0,0.6,0.0,132.0,173.0,40.0,0.1,113.0,11.0,0.0,0.02,0.4,1.0,16.0
01.035,"Jarlsberg, gulost",100.0,46.0,1458.0,351.0,27.0,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,257.0,270.0,159.0,244.0,0.0,0.7,0.14,0.32,0.8,7.1,0.02,36.0,2.2,0.0,770.0,71.0,440.0,1.1,550.0,33.0,0.5,0.04,4.2,12.0,32.0
01.071,"Jarlsberg, gulost, lett",100.0,53.0,1119.0,268.0,16.0,10.1,0.5,1.6,4.5,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,152.0,159.0,94.0,144.0,0.0,0.4,0.08,0.44,0.5,7.7,0.02,25.0,2.4,0.0,910.0,80.0,400.0,1.0,670.0,37.0,0.2,0.05,5.0,13.0,17.0
01.108,"Kaffefløte, 10 % fett",100.0,83.0,491.0,118.0,10.0,6.3,0.3,1.0,2.8,1.0,0.3,2.4,0.2,2.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.1,0.0,4.1,0.0,0.0,0.0,3.0,0.0,144.0,148.0,59.0,139.0,0.1,0.2,0.04,0.15,0.1,0.8,0.03,5.0,0.4,0.0,119.0,157.0,40.0,0.1,80.0,11.0,0.1,0.0,0.4,2.0,17.0
01.109,"Kaffemelk, 3,5 % fett",100.0,89.0,255.0,61.0,3.5,2.2,0.1,0.3,1.0,0.4,0.1,0.8,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.4,0.0,4.4,0.0,0.0,0.0,3.0,0.0,42.0,43.0,21.0,40.0,0.0,0.1,0.05,0.15,0.1,0.8,0.04,4.0,0.5,0.0,115.0,150.0,40.0,0.1,90.0,10.0,0.0,0.01,0.4,1.0,16.0
01.196,"Kakao, med lettmelk, tilberedt",100.0,82.0,338.0,80.0,1.6,1.0,0.0,0.1,0.4,0.3,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.7,0.4,11.3,7.0,7.0,1.0,4.2,0.0,3.0,2.0,3.0,2.0,0.3,0.0,0.03,0.14,0.1,1.1,0.02,4.0,0.5,0.0,129.0,303.0,40.0,0.1,132.0,27.0,0.4,0.15,0.6,1.0,15.0
01.225,"Krem, pisket, på boks",100.0,60.0,1340.0,325.0,33.0,20.9,1.0,3.3,9.3,3.4,1.0,8.0,0.8,6.7,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,81.0,5.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,148.0,164.0,194.0,132.0,0.0,0.8,0.03,0.14,0.0,0.5,0.02,4.0,0.2,0.0,80.0,98.0,30.0,0.1,53.0,6.0,0.0,,0.2,1.0,12.0
01.015,"Kremfløte, 37 % fett",100.0,58.0,1452.0,353.0,37.0,23.4,1.1,3.7,10.5,3.9,1.1,8.9,0.8,7.5,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,91.0,2.9,0.0,2.9,0.0,0.0,0.0,2.0,0.0,352.0,370.0,217.0,334.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.4,0.0,76.0,0.0,30.0,0.1,90.0,0.0,0.0,0.0,0.0,2.0,10.0
01.273,"Kremfløte, 37 % fett, laktosefri",100.0,58.0,1452.0,353.0,37.0,23.5,1.1,3.7,10.5,3.9,1.1,8.9,0.8,7.6,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,91.0,2.9,0.0,2.9,0.0,0.0,0.0,2.0,0.0,535.0,553.0,218.0,517.0,0.2,0.9,0.03,0.15,0.0,0.5,0.02,4.0,0.2,0.0,76.0,92.0,30.0,0.1,51.0,5.0,0.0,0.09,0.2,1.0,12.0
01.253,"Kremost, krydder",100.0,64.0,1145.0,277.0,27.0,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,2.6,0.0,2.6,0.0,0.0,0.0,6.0,0.0,257.0,270.0,159.0,244.0,0.0,0.7,0.03,0.19,0.0,1.4,0.03,15.0,0.3,0.0,96.0,120.0,400.0,1.0,120.0,9.0,0.1,0.01,0.7,8.0,26.0
01.271,"Kremost, lett, Philadelphia",100.0,71.0,815.0,196.0,16.0,10.6,0.5,1.6,4.3,1.5,,3.8,0.3,3.3,0.7,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,50.0,5.3,0.0,5.3,0.0,0.0,0.0,7.8,0.0,169.0,169.0,11.0,168.0,0.1,0.4,0.02,0.1,0.0,1.9,0.02,18.0,0.1,0.0,52.0,42.0,159.0,0.4,57.0,4.0,0.1,,0.4,4.0,14.0
01.150,"Kremost, naturell",100.0,64.0,1146.0,278.0,27.0,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,2.7,0.0,2.7,0.0,0.0,0.0,6.0,0.0,257.0,270.0,159.0,244.0,0.0,0.7,0.03,0.19,0.0,1.4,0.03,15.0,0.3,0.0,96.0,120.0,400.0,1.0,120.0,9.0,0.1,0.01,0.7,8.0,26.0
01.254,"Kremost, pepper",100.0,64.0,1146.0,278.0,27.0,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,2.7,0.0,2.7,0.0,0.0,0.0,6.0,0.0,257.0,270.0,159.0,244.0,0.0,0.7,0.03,0.19,0.0,1.4,0.03,15.0,0.3,0.0,96.0,120.0,400.0,1.0,120.0,9.0,0.1,0.01,0.7,8.0,26.0
01.269,"Kremost, Philadelphia",100.0,64.0,1160.0,281.0,27.3,18.0,0.8,2.8,7.2,2.5,0.0,6.4,0.5,5.5,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,85.0,2.7,0.0,2.7,0.0,0.0,0.0,6.1,0.0,285.0,287.0,19.0,284.0,0.1,0.7,0.03,0.17,0.1,1.5,0.04,15.0,0.2,0.0,88.0,71.0,268.0,0.7,95.0,7.0,0.1,,0.7,3.0,7.0
