Matvare ID,Matvare,Spiselig del (%),Vann (g),Kilojoule (kJ),Kilokalorier (kcal),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Alkohol (g),Vitamin A (RAE) (µg-RE),Vitamin A (RE) (µg),Betakaroten (µg),Retinol (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Kalium (K) (mg),Natrium (Na) (mg),Salt (NaCl) (g),Fosfor (P) (mg),Magnesium (Mg) (mg),Jern (Fe) (mg),Kobber (Cu) (mg),Sink (Zn) (mg),Selen (Se) (µg),Jod (I) (µg)
Meieriprodukter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.718,"Gulrot, kokt",86.0,93.0,103.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.1,0.0,0.0,2.0,0.0,0.0,454.0,907.0,5445.0,0.0,0.0,0.5,0.02,0.02,0.3,0.4,0.06,14.0,0.0,0.0,30.0,111.0,10.0,0.0,22.0,7.0,0.2,0.03,0.2,0.0,0.0
06.036,"Gulrot, norsk, rå",89.0,93.0,107.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,5.3,0.0,0.0,2.0,0.0,0.0,474.0,948.0,5688.0,0.0,0.0,0.4,0.03,0.02,0.4,0.4,0.08,27.0,0.0,1.0,30.0,233.0,18.0,0.0,23.0,11.0,0.2,0.03,0.2,0.0,0.0
06.207,"Hjertesalat, rå",,96.0,60.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,2.0,1.6,0.0,70.0,139.0,836.0,0.0,0.0,0.4,0.0,0.08,0.3,0.6,0.07,92.0,0.0,0.0,24.0,290.0,7.0,0.0,43.0,10.0,0.9,0.04,0.3,0.0,0.0
06.720,"Hodekål, kokt",92.0,93.0,104.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,4.1,0.0,0.0,2.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.05,0.1,0.4,0.1,12.0,0.0,6.0,47.0,128.0,4.0,0.0,26.0,7.0,0.2,0.01,0.1,0.0,0.0
06.037,"Hodekål, norsk, rå",92.0,92.0,113.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,0.0,0.0,2.0,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.08,0.2,0.4,0.15,23.0,0.0,14.0,48.0,250.0,6.0,0.0,28.0,12.0,0.2,0.02,0.1,0.0,0.0
06.038,"Hvitløk, rå",79.0,73.0,450.0,106.0,0.6,0.1,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,16.3,14.7,1.6,0.0,0.0,2.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.3,1.6,0.38,5.0,0.0,17.0,19.0,620.0,4.0,0.0,170.0,25.0,1.9,0.06,1.0,2.0,3.0
06.140,"Ingefær, syltet",60.0,92.0,130.0,31.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.6,1.7,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.3,0.06,4.0,0.0,2.0,10.0,135.0,701.0,1.8,12.0,17.0,0.2,,0.1,0.0,1.0
06.108,"Ingefærrot, rå",94.0,87.0,212.0,50.0,0.8,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8.1,6.4,1.7,0.0,0.0,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.03,0.8,1.1,0.16,11.0,0.0,5.0,16.0,415.0,13.0,0.0,34.0,43.0,0.6,0.23,0.3,1.0,0.0
06.059,"Isbergsalat, issalat, rå",92.0,97.0,52.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.0,0.8,0.0,13.0,25.0,150.0,0.0,0.0,0.2,0.04,0.03,0.2,0.3,0.04,89.0,0.0,6.0,16.0,186.0,3.0,0.0,22.0,7.0,0.3,0.01,0.2,0.0,1.0
06.125,"Jalapeño, rå",92.0,92.0,121.0,29.0,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.1,0.0,4.1,0.0,0.0,3.0,0.9,0.0,47.0,93.0,561.0,0.0,0.0,3.6,0.04,0.07,1.3,1.5,0.42,14.0,,119.0,12.0,248.0,3.0,0.0,26.0,15.0,0.3,0.95,0.1,0.0,0.0
06.109,"Jordskokk, rå",69.0,83.0,274.0,65.0,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,11.5,8.3,3.2,0.0,0.0,3.0,2.1,0.0,1.0,1.0,9.0,0.0,0.0,0.2,0.07,0.06,1.5,1.9,0.09,36.0,0.0,6.0,28.0,561.0,3.0,0.0,72.0,16.0,0.6,0.12,0.1,0.0,0.0
06.116,"Kantarell, rå",89.0,96.0,69.0,17.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.8,2.0,0.0,25.0,50.0,301.0,0.0,12.8,0.0,0.0,0.28,4.1,4.4,0.02,10.0,0.0,0.0,4.0,501.0,0.0,0.0,54.0,11.0,0.9,0.41,0.9,1.0,0.0
06.129,"Kapers, hermetisk",100.0,93.0,104.0,25.0,0.9,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.4,0.0,0.0,3.0,2.4,0.0,7.0,13.0,83.0,0.0,0.0,0.9,0.02,0.14,0.7,1.1,0.02,23.0,0.0,4.0,40.0,40.0,2769.0,6.9,10.0,33.0,1.7,0.37,0.3,1.0,3.0
06.122,"Kassava, rå",84.0,60.0,673.0,159.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,35.3,1.5,0.0,0.0,2.0,1.4,0.0,1.0,1.0,8.0,0.0,0.0,0.2,0.09,0.05,0.9,1.1,0.09,27.0,0.0,21.0,18.0,330.0,5.0,0.0,34.0,21.0,0.5,0.09,0.6,1.0,2.0
06.079,"Ketchup, tomatketchup",100.0,71.0,464.0,110.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,23.6,4.2,19.4,15.2,15.2,4.0,1.0,0.0,27.0,53.0,319.0,0.0,0.0,1.5,0.05,0.03,1.2,1.4,0.1,27.0,0.0,1.0,13.0,265.0,678.0,1.7,22.0,13.0,0.4,0.15,0.2,0.0,1.0
06.040,"Kinakål, norsk, rå",92.0,96.0,63.0,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,0.0,0.0,1.0,1.1,0.0,6.0,11.0,70.0,0.0,0.0,0.4,0.02,0.01,0.5,0.7,0.08,28.0,0.0,22.0,33.0,227.0,9.0,0.0,36.0,9.0,0.5,0.03,0.2,0.0,0.0
06.086,"Knutekål, rå",46.0,93.0,98.0,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,2.9,0.0,0.0,2.0,1.7,0.0,2.0,3.0,22.0,0.0,0.0,0.5,0.05,0.02,0.4,0.7,0.15,50.0,0.0,65.0,24.0,350.0,20.0,0.1,46.0,19.0,0.4,0.13,0.0,1.0,1.0
06.721,"Kålrot, kokt",83.0,90.0,144.0,34.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.1,0.0,6.1,0.0,0.0,3.0,0.9,0.0,11.0,22.0,137.0,0.0,0.0,0.1,0.04,0.01,0.9,1.4,0.09,16.0,0.0,15.0,33.0,123.0,5.0,0.0,36.0,8.0,0.2,0.02,0.1,0.0,2.0
06.041,"Kålrot, kålrabi, norsk, rå",83.0,90.0,149.0,36.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,0.0,6.4,0.0,0.0,3.0,0.9,0.0,12.0,23.0,143.0,0.0,0.0,0.1,0.06,0.02,1.2,1.4,0.12,31.0,0.0,35.0,33.0,256.0,8.0,0.0,38.0,12.0,0.2,0.02,0.1,0.0,2.0
06.671,Kålrotstappe,100.0,87.0,299.0,72.0,4.5,2.8,0.1,0.5,1.3,0.5,0.1,1.1,0.1,0.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,11.0,5.7,0.0,5.6,0.0,0.0,2.0,1.0,0.0,74.0,103.0,354.0,44.0,0.2,0.2,0.04,0.03,0.8,1.3,0.08,15.0,0.0,12.0,39.0,115.0,436.0,1.1,40.0,8.0,0.2,0.02,0.1,0.0,3.0
06.185,"Lotusrot, rå",79.0,81.0,274.0,65.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.5,5.5,0.0,0.0,5.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.16,0.22,0.4,0.8,0.26,13.0,0.0,44.0,45.0,556.0,40.0,0.1,100.0,23.0,1.2,0.26,0.4,1.0,
06.042,"Løk, gul, norsk, rå",93.0,91.0,124.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,4.4,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.11,0.1,0.2,0.13,30.0,0.0,3.0,19.0,185.0,1.0,0.0,30.0,10.0,0.2,0.04,0.2,0.0,0.0
06.722,"Løk, kokt",93.0,91.0,112.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.08,0.1,0.2,0.09,15.0,0.0,1.0,18.0,82.0,1.0,0.0,27.0,6.0,0.1,0.03,0.1,0.0,0.0
06.677,"Løk, sprøstekt",100.0,24.0,2220.0,537.0,48.5,13.4,0.1,0.3,10.9,1.9,0.0,19.4,0.1,18.9,5.8,4.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.7,0.0,16.2,10.0,6.2,0.0,0.0,5.0,6.4,0.0,3.0,6.0,37.0,0.0,0.0,7.1,0.06,0.11,1.3,2.4,0.39,78.0,0.0,0.0,42.0,405.0,647.0,1.6,109.0,28.0,1.2,0.14,0.9,2.0,14.0
06.745,"Mais, fryst",100.0,78.0,366.0,87.0,1.9,0.2,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,11.6,5.8,5.9,0.0,0.0,5.0,3.3,0.0,1.0,2.0,12.0,0.0,0.0,0.1,0.07,0.05,1.5,1.8,0.1,40.0,0.0,4.0,6.0,220.0,1.0,0.0,65.0,23.0,0.3,0.04,0.5,0.0,0.0
06.736,"Mais, hermetisk",100.0,78.0,372.0,88.0,1.1,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,15.4,7.2,8.2,0.0,0.0,3.0,2.6,0.0,2.0,3.0,23.0,0.0,0.0,0.6,0.26,0.06,1.9,2.2,0.13,45.0,0.0,2.0,3.0,158.0,160.0,0.4,52.0,16.0,0.3,0.04,0.4,0.0,0.0
06.044,"Mais, norsk, rå",56.0,79.0,357.0,85.0,1.7,0.2,0.0,0.0,0.3,0.1,0.0,0.5,0.0,0.5,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,12.6,7.5,5.1,0.0,0.0,3.0,3.2,0.0,5.0,9.0,55.0,0.0,0.0,0.2,0.13,0.03,2.3,2.6,0.09,54.0,0.0,4.0,2.0,315.0,0.0,0.0,112.0,37.0,0.6,0.05,0.9,0.0,0.0
06.092,"Mangold, sølvbete, rå",92.0,95.0,89.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.6,2.3,0.3,0.0,0.0,0.8,1.8,0.0,304.0,607.0,3647.0,0.0,0.0,1.9,0.04,0.09,0.4,0.7,0.1,14.0,0.0,30.0,51.0,379.0,213.0,0.5,46.0,81.0,1.8,0.18,0.4,1.0,1.0
06.046,"Nepe, norsk, rå",77.0,92.0,122.0,29.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.1,4.6,0.0,0.0,2.0,0.9,0.0,2.0,3.0,20.0,0.0,0.0,0.1,0.02,0.01,1.2,1.4,0.07,36.0,0.0,31.0,40.0,279.0,17.0,0.0,36.0,10.0,0.2,0.04,0.2,0.0,0.0
06.139,"Nori, tørket tang",100.0,37.0,1084.0,255.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,54.8,54.8,0.0,0.0,0.0,0.0,7.9,0.0,37.0,73.0,440.0,0.0,0.0,0.0,0.21,0.32,1.5,2.8,0.01,0.0,0.0,0.0,680.0,7500.0,3100.0,7.8,250.0,33.0,3.3,1.6,0.0,0.0,2200.0
06.188,"Okra, rå",86.0,92.0,116.0,28.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,2.5,0.0,0.0,3.0,1.9,0.0,35.0,69.0,416.0,0.0,0.0,0.3,0.2,0.06,1.0,1.3,0.22,60.0,0.0,23.0,82.0,299.0,7.0,0.0,61.0,57.0,0.6,0.11,0.6,1.0,
06.176,"Oliven, grønne, med paprikafyll",100.0,83.0,535.0,130.0,13.1,2.0,0.0,0.0,1.6,0.3,0.0,7.8,0.1,7.6,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,1.1,,0.0,0.0,0.0,3.0,0.6,0.0,20.0,40.0,243.0,0.0,0.0,4.4,0.0,0.0,0.1,0.2,0.02,1.0,0.0,4.0,102.0,47.0,1360.0,3.4,5.0,15.0,0.2,0.1,0.1,0.0,5.0
06.556,"Oliven, grønne, pickles",80.0,80.0,619.0,151.0,15.3,2.0,0.0,0.0,1.7,0.3,0.0,11.3,0.1,11.1,1.3,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.5,0.0,0.5,0.0,0.0,3.0,1.0,0.0,19.0,38.0,231.0,0.0,0.0,3.8,0.02,0.01,0.2,0.4,0.03,3.0,0.0,0.0,52.0,42.0,1556.0,3.9,4.0,11.0,0.5,0.12,0.0,1.0,5.0
06.611,"Oliven, sorte, i olje, hermetisk",80.0,56.0,1432.0,348.0,36.0,5.0,0.0,0.0,3.9,0.8,0.0,25.0,0.3,25.9,4.0,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.4,0.0,1.8,0.0,1.8,0.0,0.0,4.0,2.2,0.0,3.0,6.0,40.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.01,10.0,0.0,0.0,61.0,55.0,3300.0,8.3,29.0,22.0,1.6,0.23,0.2,1.0,5.0
06.175,"Pak-choi, bok choy, kål, rå",88.0,95.0,78.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.2,1.0,1.2,0.0,0.0,1.0,1.5,0.0,223.0,446.0,2681.0,0.0,0.0,0.1,0.04,0.07,0.5,0.8,0.19,66.0,0.0,45.0,105.0,252.0,65.0,0.2,37.0,19.0,0.8,0.02,0.2,1.0,
06.716,"Paprika, grønn, kokt",83.0,94.0,93.0,22.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.9,0.1,2.8,0.0,0.0,2.0,0.8,0.0,23.0,46.0,277.0,0.0,0.0,0.9,0.01,0.01,0.1,0.3,0.23,21.0,0.0,91.0,9.0,70.0,3.0,0.0,20.0,7.0,0.3,0.02,0.1,0.0,3.0
06.047,"Paprika, grønn, rå",85.0,94.0,88.0,21.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.8,0.1,2.7,0.0,0.0,2.0,0.8,0.0,22.0,44.0,265.0,0.0,0.0,0.8,0.01,0.01,0.1,0.2,0.3,36.0,0.0,120.0,8.0,120.0,4.0,0.0,19.0,10.0,0.4,0.02,0.1,0.0,3.0
06.088,"Paprika, gul/oransje, rå",85.0,93.0,110.0,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.5,0.0,11.0,22.0,133.0,0.0,0.0,2.1,0.03,0.0,0.8,0.9,0.22,41.0,0.0,163.0,7.0,123.0,0.0,0.0,16.0,8.0,0.3,0.02,0.1,0.0,3.0
06.717,"Paprika, rød, kokt",89.0,92.0,116.0,28.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.4,0.0,4.4,0.0,0.0,2.0,0.8,0.0,51.0,101.0,607.0,0.0,0.0,1.1,0.05,0.05,0.4,0.7,0.17,44.0,0.0,95.0,8.0,126.0,1.0,0.0,24.0,8.0,0.3,0.06,0.2,0.0,3.0
06.048,"Paprika, rød, rå",85.0,93.0,110.0,26.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.2,0.0,4.2,0.0,0.0,2.0,0.8,0.0,48.0,96.0,580.0,0.0,0.0,1.0,0.07,0.06,0.5,0.6,0.23,75.0,0.0,126.0,7.0,216.0,1.0,0.0,23.0,11.0,0.4,0.05,0.2,0.0,3.0
06.233,"Pastinakk, kokt",80.0,87.0,223.0,53.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9.4,5.0,4.4,0.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.7,1.3,0.06,28.0,0.0,4.0,46.0,202.0,3.0,0.0,60.0,19.0,0.3,0.15,0.4,0.0,0.0
06.049,"Pastinakk, rå",80.0,86.0,232.0,55.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9.8,5.2,4.6,0.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.06,1.0,1.2,0.09,53.0,0.0,9.0,45.0,422.0,5.0,0.0,63.0,30.0,0.3,0.15,0.5,0.0,0.0
06.234,Pastinakkpuré,100.0,78.0,590.0,142.0,11.6,7.2,0.3,1.1,3.2,1.2,0.3,2.7,0.3,2.4,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,28.0,6.8,2.9,3.9,0.0,0.0,1.0,1.9,0.0,108.0,112.0,65.0,102.0,1.1,0.5,0.01,0.08,0.4,0.8,0.05,17.0,0.2,3.0,69.0,171.0,373.0,0.9,71.0,14.0,0.2,0.09,0.3,1.0,8.0
06.117,"Pepperrot, rå",27.0,73.0,404.0,96.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,11.0,3.7,7.3,0.0,0.0,8.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.5,1.8,0.15,,0.0,120.0,120.0,580.0,8.0,0.0,70.0,36.0,2.0,0.23,1.4,0.0,0.0
06.727,"Persillerot, kokt",91.0,88.0,185.0,44.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,6.9,1.6,5.3,0.0,0.0,4.0,1.6,0.0,1.0,1.0,7.0,0.0,0.0,1.2,0.02,0.03,1.3,2.2,0.17,31.0,0.0,22.0,42.0,229.0,16.0,0.0,77.0,23.0,0.6,0.14,0.6,0.0,0.0
06.051,"Persillerot, norsk, rå",91.0,87.0,195.0,46.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,7.3,1.7,5.6,0.0,0.0,4.0,1.7,0.0,1.0,1.0,8.0,0.0,0.0,1.1,0.03,0.04,1.8,2.1,0.23,59.0,0.0,52.0,42.0,483.0,27.0,0.1,81.0,36.0,0.8,0.14,0.7,0.0,0.0
06.235,Persillerotpuré,100.0,79.0,569.0,138.0,11.4,7.2,0.3,1.1,3.2,1.2,0.3,2.7,0.3,2.4,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,28.0,5.5,1.1,4.4,0.0,0.0,2.0,2.1,0.0,108.0,113.0,69.0,102.0,1.1,0.9,0.02,0.07,0.8,1.3,0.1,18.0,0.2,13.0,67.0,186.0,380.0,1.0,80.0,16.0,0.4,0.09,0.4,1.0,8.0
06.190,"Portobellosopp, rå",97.0,94.0,103.0,25.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.6,0.1,2.5,0.0,0.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.13,4.5,4.9,0.15,28.0,0.0,0.0,3.0,364.0,9.0,0.0,108.0,,0.3,0.29,0.5,19.0,
06.261,"Portulakk, rå",,96.0,54.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,183.0,365.0,2191.0,0.0,0.0,,0.06,0.04,0.2,0.4,0.06,131.0,0.0,20.0,125.0,800.0,30.0,0.1,70.0,68.0,3.0,0.11,0.2,,4.0
06.255,"Purre, fryst",100.0,94.0,89.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,2.0,0.9,0.0,16.0,32.0,192.0,0.0,0.0,0.2,0.03,0.04,0.1,0.3,0.08,15.0,0.0,3.0,37.0,205.0,6.0,0.0,19.0,8.0,0.5,0.02,0.2,0.0,0.0
06.723,"Purre, kokt",83.0,93.0,95.0,23.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.9,0.0,2.9,0.0,0.0,2.0,1.3,0.0,27.0,53.0,323.0,0.0,0.0,0.7,0.03,0.02,0.3,0.7,0.14,38.0,0.0,9.0,44.0,140.0,2.0,0.0,33.0,7.0,0.5,0.04,0.2,0.0,0.0
